id,status,ticker,direction,contract_symbol,expiry,filled_at,closed_at,playbook,record_class,backfill_audit_id,proof_class,ticker_bucket,pnl_pct,pnl_field,entry_execution_price,entry_execution_basis,exit_execution_price,exit_execution_basis,last_recommendation,last_recommendation_reason,review_count,first_negative_reviewed_at,has_executable_sell_review,best_executable_net_pnl_pct,scan_date,ev_pct,direction_score,quality_score,tech_score,ret5,rsi14,spy_ret5,debit_pct_of_width,root_cause_hint
318,closed,DIA,call,DIA260508C00493000,2026-05-08,2026-04-17T08:10:00-06:00,2026-04-29T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-61.8393,net_pnl_pct,7.8355,spread_ask_bid,3.0,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-17,60.125,72.5,65.3,72.9794,0.774,62.0206,3.199,35.6159,research_backfill_not_live_proof
321,closed,IWM,call,IWM260508C00276000,2026-05-08,2026-04-20T08:10:00-06:00,2026-04-30T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-20.5036,net_pnl_pct,5.534,spread_ask_bid,4.42,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-20,79.99,86.2,64.4,74.8954,5.5415,49.8954,4.5154,36.8933,research_backfill_not_live_proof
325,closed,DIA,call,DIA260508C00495000,2026-05-08,2026-04-20T08:10:00-06:00,2026-04-30T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-26.9323,net_pnl_pct,7.077,spread_ask_bid,5.19,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-20,69.405,78.9,65.2,71.8805,3.1236,63.1195,4.5154,35.385,research_backfill_not_live_proof
327,closed,SMCI,call,SMCI260508C00031000,2026-05-08,2026-04-21T08:10:00-06:00,2026-04-30T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-73.9348,net_pnl_pct,0.9715,spread_ask_bid,0.26,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-21,47.27,86.6,60.4,75.673,10.9357,59.327,3.2969,38.86,research_backfill_not_live_proof
328,closed,IWM,call,IWM260515C00280000,2026-05-15,2026-04-21T08:10:00-06:00,2026-05-04T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-46.1691,net_pnl_pct,6.03,spread_ask_bid,3.26,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-21,78.685,85.3,66.3,75.337,4.6327,59.663,3.2969,37.6875,research_backfill_not_live_proof
334,closed,SLB,call,SLB260515C00055000,2026-05-15,2026-04-23T08:10:00-06:00,2026-05-05T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-12.6026,net_pnl_pct,2.045,spread_ask_bid,1.81,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-23,48.79,88.2,65.2,98.3183,3.6818,53.3183,1.6101,40.9,research_backfill_not_live_proof
339,closed,SLB,call,SLB260515C00055000,2026-05-15,2026-04-24T08:10:00-06:00,2026-05-06T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-37.4054,net_pnl_pct,1.955,spread_ask_bid,1.24,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-24,46.985,86.3,65.0,93.5692,5.8187,61.4308,0.9677,39.1,research_backfill_not_live_proof
342,closed,SLB,call,SLB260515C00057000,2026-05-15,2026-04-27T08:10:00-06:00,2026-05-07T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-96.3168,net_pnl_pct,1.3315,spread_ask_bid,0.05,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-27,45.56,84.8,74.8,94.759,6.6274,60.241,0.5351,33.2875,research_backfill_not_live_proof
347,closed,SLB,call,SLB260515C00056000,2026-05-15,2026-04-28T08:10:00-06:00,2026-05-07T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-92.465,net_pnl_pct,1.832,spread_ask_bid,0.14,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-28,45.655,84.9,74.4,91.6124,5.8046,63.3876,0.9101,36.64,research_backfill_not_live_proof
352,closed,SLB,call,SLB260522C00057000,2026-05-22,2026-04-29T08:10:00-06:00,2026-05-11T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-91.1963,net_pnl_pct,1.905,spread_ask_bid,0.17,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -91.1%.,0,,False,,2026-04-29,47.46,86.8,74.4,93.4236,5.4576,61.5764,1.0808,38.1,research_backfill_not_live_proof
359,closed,SLB,call,SLB260522C00057000,2026-05-22,2026-05-01T08:10:00-06:00,2026-05-11T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-90.8083,net_pnl_pct,1.8235,spread_ask_bid,0.17,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -90.7%.,0,,False,,2026-05-01,49.17,88.6,75.5,99.2867,3.9094,55.7133,1.4412,36.47,research_backfill_not_live_proof
362,closed,DIA,call,DIA260522C00501000,2026-05-22,2026-05-01T08:10:00-06:00,2026-05-13T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-53.9862,net_pnl_pct,5.907,spread_ask_bid,2.73,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-01,60.415,72.7,65.3,87.7158,0.7404,67.2842,1.4412,31.0895,research_backfill_not_live_proof
366,closed,V,call,V260522C00330000,2026-05-22,2026-05-04T08:10:00-06:00,2026-05-14T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-74.7167,net_pnl_pct,5.3135,spread_ask_bid,1.35,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-04,43.28,82.4,61.8,88.6754,6.0145,66.3246,0.9399,26.5675,research_backfill_not_live_proof
371,closed,MSTR,call,MSTR260522C00195000,2026-05-22,2026-05-05T08:10:00-06:00,2026-05-14T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-53.7649,net_pnl_pct,6.03,spread_ask_bid,2.8,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-05,39.1,78.0,71.7,88.9002,8.6288,66.0998,0.3971,34.4571,research_backfill_not_live_proof
372,closed,V,call,V260522C00327500,2026-05-22,2026-05-05T08:10:00-06:00,2026-05-14T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-50.7487,net_pnl_pct,4.0145,spread_ask_bid,1.99,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-05,37.485,76.3,61.7,87.6119,5.5547,67.3881,0.3971,20.0725,research_backfill_not_live_proof
376,closed,AMD,call,AMD260522C00420000,2026-05-22,2026-05-06T08:10:00-06:00,2026-05-15T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-13.4242,net_pnl_pct,15.0475,spread_ask_bid,13.05,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-06,52.875,92.5,71.7,98.1679,9.9162,53.1679,1.6974,37.6187,research_backfill_not_live_proof
378,closed,IWM,call,IWM260529C00287000,2026-05-29,2026-05-06T08:10:00-06:00,2026-05-21T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-66.9481,net_pnl_pct,4.119,spread_ask_bid,1.37,historical_spread_bid_ask,SELL,"Historical time exit reached after 15 calendar day(s), versus a 13-day limit.",0,,False,,2026-05-06,79.555,85.9,77.4,96.2563,3.158,51.2563,1.6974,31.6846,research_backfill_not_live_proof
379,closed,XLK,call,XLK260529C00169000,2026-05-29,2026-05-06T08:10:00-06:00,2026-05-19T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-6.5317,net_pnl_pct,4.4675,spread_ask_bid,4.2,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-06,77.525,84.5,72.5,84.0184,4.9287,39.0184,1.6974,40.6136,research_backfill_not_live_proof
382,closed,DIA,call,DIA260529C00499000,2026-05-29,2026-05-06T08:10:00-06:00,2026-05-19T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-62.4822,net_pnl_pct,6.6375,spread_ask_bid,2.5,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-06,37.36,56.8,66.1,73.4312,0.3134,69.0688,1.6974,31.6071,research_backfill_not_live_proof
383,closed,AMD,call,AMD260529C00430000,2026-05-29,2026-05-07T08:10:00-06:00,2026-05-19T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-40.6776,net_pnl_pct,13.1225,spread_ask_bid,7.8,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-07,60.0,100.0,65.5,99.9232,25.0007,55.0768,3.1268,32.8062,research_backfill_not_live_proof
384,closed,IWM,call,IWM260529C00289000,2026-05-29,2026-05-07T08:10:00-06:00,2026-05-21T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-74.2501,net_pnl_pct,3.6245,spread_ask_bid,0.94,historical_spread_bid_ask,SELL,"Historical time exit reached after 14 calendar day(s), versus a 12-day limit.",0,,False,,2026-05-07,99.275,99.5,75.7,99.0785,5.4102,55.9215,3.1268,22.6531,research_backfill_not_live_proof
385,closed,DIS,call,DIS260529C00110000,2026-05-29,2026-05-07T08:10:00-06:00,2026-05-11T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-95.6861,net_pnl_pct,2.9875,spread_ask_bid,0.13,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -95.6%.,0,,False,,2026-05-07,59.43,99.4,72.3,98.9297,6.6732,56.0703,3.1268,37.3438,research_backfill_not_live_proof
387,closed,XLK,call,XLK260529C00171000,2026-05-29,2026-05-07T08:10:00-06:00,2026-05-19T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-31.0834,net_pnl_pct,4.9075,spread_ask_bid,3.4,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-07,88.4,92.0,70.7,85.5028,6.8632,40.5028,3.1268,42.6739,research_backfill_not_live_proof
388,closed,SPY,call,SPY260522C00737000,2026-05-22,2026-05-07T08:10:00-06:00,2026-05-15T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-1.5817,net_pnl_pct,7.371,spread_ask_bid,7.28,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-07,83.18,88.4,66.0,89.0421,3.1268,65.9579,3.1268,32.0478,research_backfill_not_live_proof
389,closed,DIA,call,DIA260529C00502000,2026-05-29,2026-05-07T08:10:00-06:00,2026-05-19T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-68.9526,net_pnl_pct,5.063,spread_ask_bid,1.58,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-07,78.105,84.9,65.7,88.1827,2.1241,66.8173,3.1268,28.1278,research_backfill_not_live_proof
392,closed,XLK,call,XLK260529C00173000,2026-05-29,2026-05-08T08:10:00-06:00,2026-05-20T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-4.7428,net_pnl_pct,4.9605,spread_ask_bid,4.75,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-08,82.165,87.7,70.1,88.5227,6.3887,43.5227,1.7978,41.3375,research_backfill_not_live_proof
393,closed,QQQ,call,QQQ260529C00703000,2026-05-29,2026-05-08T08:10:00-06:00,2026-05-20T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-8.7816,net_pnl_pct,9.8185,spread_ask_bid,8.98,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-08,62.88,74.4,66.6,83.9295,4.0734,71.0705,1.7978,57.7559,research_backfill_not_live_proof
394,closed,IWM,call,IWM260529C00285000,2026-05-29,2026-05-08T08:10:00-06:00,2026-05-21T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-54.7211,net_pnl_pct,4.5015,spread_ask_bid,2.05,historical_spread_bid_ask,SELL,"Historical time exit reached after 13 calendar day(s), versus a 12-day limit.",0,,False,,2026-05-08,62.735,74.3,70.6,83.0195,1.5433,59.4805,1.7978,30.01,research_backfill_not_live_proof
395,closed,SPY,call,SPY260522C00737000,2026-05-22,2026-05-08T08:10:00-06:00,2026-05-18T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-22.827,net_pnl_pct,7.5155,spread_ask_bid,5.82,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-08,53.745,68.1,65.8,84.8226,1.7978,70.1774,1.7978,41.7528,research_backfill_not_live_proof
396,closed,NVDA,call,NVDA260529C00215000,2026-05-29,2026-05-11T08:10:00-06:00,2026-05-21T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-21.5156,net_pnl_pct,8.4725,spread_ask_bid,6.67,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-11,55.345,95.1,71.2,96.8411,8.4404,58.1589,2.3548,42.3625,research_backfill_not_live_proof
397,closed,XLK,call,XLK260529C00177000,2026-05-29,2026-05-11T08:10:00-06:00,2026-05-18T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-93.6896,net_pnl_pct,4.8865,spread_ask_bid,0.31,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -93.7%.,0,,False,,2026-05-11,92.605,94.9,75.7,96.4706,8.4327,51.4706,2.3548,54.2944,research_backfill_not_live_proof
398,closed,BA,call,BA260529C00240000,2026-05-29,2026-05-11T08:10:00-06:00,2026-05-15T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-90.8782,net_pnl_pct,5.565,spread_ask_bid,0.51,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -90.8%.,0,,False,,2026-05-11,54.205,93.9,69.4,98.0492,4.3891,56.9508,2.3548,27.825,research_backfill_not_live_proof
399,closed,IWM,call,IWM260529C00286000,2026-05-29,2026-05-11T08:10:00-06:00,2026-05-21T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-68.0996,net_pnl_pct,5.115,spread_ask_bid,1.64,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-11,78.685,85.3,77.6,96.8856,1.7509,51.8856,2.3548,39.3462,research_backfill_not_live_proof
400,closed,SPY,call,SPY260529C00739000,2026-05-29,2026-05-11T08:10:00-06:00,2026-05-21T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-16.8601,net_pnl_pct,9.019,spread_ask_bid,7.52,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-11,60.995,73.1,69.2,85.8708,2.3548,69.1292,2.3548,42.9476,research_backfill_not_live_proof
401,closed,QQQ,call,QQQ260529C00713000,2026-05-29,2026-05-11T08:10:00-06:00,2026-05-22T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-14.7509,net_pnl_pct,10.109,spread_ask_bid,8.64,historical_spread_bid_ask,SELL,"Historical time exit reached after 11 calendar day(s), versus a 10-day limit.",0,,False,,2026-05-11,58.82,71.6,69.5,81.423,5.5003,73.577,2.3548,45.95,research_backfill_not_live_proof
402,closed,TSLA,call,TSLA260529C00445000,2026-05-29,2026-05-12T08:10:00-06:00,2026-05-22T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-81.4149,net_pnl_pct,11.65,spread_ask_bid,2.17,historical_spread_bid_ask,SELL,"Historical time exit reached after 10 calendar day(s), versus a 9-day limit.",0,,False,,2026-05-12,59.62,99.6,83.6,99.5396,13.3729,55.4604,2.9651,29.125,research_backfill_not_live_proof
403,closed,XLK,call,XLK260529C00177000,2026-05-29,2026-05-12T08:10:00-06:00,2026-05-18T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-92.8719,net_pnl_pct,4.323,spread_ask_bid,0.31,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -92.8%.,0,,False,,2026-05-12,97.825,98.5,78.7,97.5667,9.7686,57.4333,2.9651,48.0333,research_backfill_not_live_proof
404,closed,NEM,call,NEM260529C00120000,2026-05-29,2026-05-12T08:10:00-06:00,2026-05-15T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-100.0,net_pnl_pct,4.6375,spread_ask_bid,0.0,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -100.0%.,0,,False,,2026-05-12,57.91,97.8,69.9,96.2043,11.3911,58.7957,2.9651,42.1591,research_backfill_not_live_proof
405,closed,IWM,call,IWM260529C00285000,2026-05-29,2026-05-12T08:10:00-06:00,2026-05-19T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-90.8966,net_pnl_pct,3.599,spread_ask_bid,0.33,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -90.8%.,0,,False,,2026-05-12,87.53,91.4,84.7,97.2812,2.681,52.2812,2.9651,29.9917,research_backfill_not_live_proof
406,closed,SPY,call,SPY260529C00739000,2026-05-29,2026-05-12T08:10:00-06:00,2026-05-21T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-2.5149,net_pnl_pct,7.688,spread_ask_bid,7.52,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-12,80.715,86.7,73.6,87.1035,2.9651,67.8965,2.9651,36.6095,research_backfill_not_live_proof
408,closed,QQQ,call,QQQ260526C00710000,2026-05-26,2026-05-12T08:10:00-06:00,2026-05-20T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-6.6905,net_pnl_pct,8.0975,spread_ask_bid,7.58,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-12,62.3,74.0,76.8,80.2946,6.0055,74.7054,2.9651,40.4875,research_backfill_not_live_proof
409,closed,COIN,call,COIN260529C00210000,2026-05-29,2026-05-13T08:10:00-06:00,2026-05-22T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-93.1376,net_pnl_pct,6.24,spread_ask_bid,0.43,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-13,54.68,94.4,87.1,98.9864,5.0013,53.9864,1.991,31.2,research_backfill_not_live_proof
417,closed,XLK,call,XLK260605C00178000,2026-06-05,2026-05-14T08:10:00-06:00,2026-05-18T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-100.0,net_pnl_pct,5.683,spread_ask_bid,0.0,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -100.0%.,0,,False,,2026-05-14,81.73,87.4,80.6,99.315,4.0111,55.685,1.1556,63.1444,research_backfill_not_live_proof
418,closed,QQQ,call,QQQ260529C00716000,2026-05-29,2026-05-14T08:10:00-06:00,2026-05-22T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-29.7943,net_pnl_pct,10.4005,spread_ask_bid,7.32,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-14,66.36,76.8,82.2,87.0582,2.7222,67.9418,1.1556,45.2196,research_backfill_not_live_proof
420,closed,XLK,call,XLK260605C00177000,2026-06-05,2026-05-15T08:10:00-06:00,2026-05-18T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-94.7374,net_pnl_pct,4.5345,spread_ask_bid,0.24,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -94.7%.,0,,False,,2026-05-15,93.91,95.8,80.6,99.0338,5.7811,55.9662,2.2677,50.3833,research_backfill_not_live_proof
429,closed,XLK,call,XLK260605C00178000,2026-06-05,2026-05-18T08:10:00-06:00,2026-05-18T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-100.0,net_pnl_pct,4.5415,spread_ask_bid,0.0,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -100.0%.,0,,False,,2026-05-18,47.8,64.0,79.3,86.8126,0.4216,54.3126,0.2101,50.4611,research_backfill_not_live_proof
430,closed,WMT,call,WMT260612C00134000,2026-06-12,2026-05-19T08:10:00-06:00,2026-05-21T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-99.2941,net_pnl_pct,4.224,spread_ask_bid,0.03,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -99.3%.,1,,False,,2026-05-19,41.95,81.0,68.7,95.4126,4.5066,50.4126,-0.0879,46.9333,research_backfill_not_live_proof
432,closed,WMT,call,WMT260612C00134000,2026-06-12,2026-05-20T08:10:00-06:00,2026-05-21T13:55:00-06:00,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-100.0,net_pnl_pct,2.845,spread_ask_bid,0.0,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -100.0%.,1,,False,,2026-05-20,35.395,74.1,75.8,96.7871,2.9536,51.7871,-0.6028,40.6429,research_backfill_not_live_proof
434,open,AMT,call,AMT260618C00185000,2026-06-18,2026-05-21T08:10:00-06:00,,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-25.6057,net_pnl_pct,4.9475,spread_ask_bid,3.7,spread_bid_ask,HOLD,"Position remains inside the stop, target, and exit rules.",1,2026-05-31T13:09:18.460821-06:00,False,-25.6057,2026-05-21,45.085,84.3,66.9,98.6527,5.8377,56.3473,-0.1428,32.9833,research_backfill_not_live_proof
437,open,AMT,call,AMT260618C00185000,2026-06-18,2026-05-22T08:10:00-06:00,,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-24.2734,net_pnl_pct,4.86,spread_ask_bid,3.7,spread_bid_ask,HOLD,"Position remains inside the stop, target, and exit rules.",1,2026-05-31T13:09:15.127701-06:00,False,-24.2734,2026-05-22,40.62,79.6,68.0,96.9046,7.7889,51.9046,-0.7284,32.4,research_backfill_not_live_proof
438,open,V,call,V260618C00332500,2026-06-18,2026-05-22T08:10:00-06:00,,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-60.6317,net_pnl_pct,8.8555,spread_ask_bid,3.4965,spread_bid_ask,HOLD,"Position remains inside the stop, target, and exit rules.",1,2026-05-31T13:09:12.764279-06:00,False,-60.6317,2026-05-22,33.495,72.1,61.5,95.9967,2.6665,50.9967,-0.7284,32.2018,research_backfill_not_live_proof
439,open,DIA,call,DIA260612C00509000,2026-06-12,2026-05-22T08:10:00-06:00,,swing,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-3.7555,net_pnl_pct,5.193,spread_ask_bid,5.023,spread_bid_ask,HOLD,"Position remains inside the stop, target, and exit rules.",1,2026-05-31T13:09:10.430347-06:00,False,-3.7555,2026-05-22,46.93,63.4,81.2,92.048,0.4613,47.048,-0.7284,32.4562,research_backfill_not_live_proof
447,closed,NFLX,call,NFLX260501C00104000,2026-05-01,2026-04-14T08:10:00-06:00,2026-04-17T13:55:00-06:00,bullish_momentum,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-91.8017,net_pnl_pct,2.5355,spread_ask_bid,0.21,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -91.7%.,0,,False,,2026-04-14,54.3,94.0,82.5,92.9787,4.2758,62.0213,4.1234,50.71,research_backfill_not_live_proof
449,closed,NFLX,call,NFLX260501C00106000,2026-05-01,2026-04-15T08:10:00-06:00,2026-04-17T13:55:00-06:00,bullish_momentum,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-94.0719,net_pnl_pct,2.673,spread_ask_bid,0.16,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -94.0%.,0,,False,,2026-04-15,57.53,97.4,80.5,95.3602,7.5491,59.6398,5.3457,44.55,research_backfill_not_live_proof
458,closed,PFE,call,PFE260508C00027500,2026-05-08,2026-04-21T08:10:00-06:00,2026-04-29T13:55:00-06:00,bullish_momentum,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-94.8718,net_pnl_pct,0.559,spread_ask_bid,0.03,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -94.6%.,0,,False,,2026-04-21,44.04,83.2,84.4,93.0489,0.6584,48.0489,3.2969,37.2667,research_backfill_not_live_proof
460,closed,MSTR,call,MSTR260501C00177500,2026-05-01,2026-04-22T08:10:00-06:00,2026-04-27T13:55:00-06:00,bullish_momentum,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-71.053,net_pnl_pct,6.745,spread_ask_bid,1.96,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-22,38.34,77.2,74.6,83.1223,19.329,71.8777,1.3852,44.9667,research_backfill_not_live_proof
462,closed,JPM,call,JPM260508C00315000,2026-05-08,2026-04-23T08:10:00-06:00,2026-05-01T13:55:00-06:00,bullish_momentum,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-49.243,net_pnl_pct,5.6875,spread_ask_bid,2.9,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-23,44.42,83.6,71.6,97.3384,2.3175,57.6616,1.6101,37.9167,research_backfill_not_live_proof
