id,status,ticker,direction,contract_symbol,expiry,filled_at,closed_at,playbook,record_class,backfill_audit_id,proof_class,ticker_bucket,pnl_pct,pnl_field,entry_execution_price,entry_execution_basis,exit_execution_price,exit_execution_basis,last_recommendation,last_recommendation_reason,review_count,first_negative_reviewed_at,has_executable_sell_review,best_executable_net_pnl_pct,scan_date,ev_pct,direction_score,quality_score,tech_score,ret5,rsi14,spy_ret5,debit_pct_of_width,root_cause_hint
463,closed,WMT,call,WMT260508C00132000,2026-05-08,2026-04-24T08:10:00-06:00,2026-05-04T13:55:00-06:00,bullish_momentum,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-67.1088,net_pnl_pct,1.859,spread_ask_bid,0.62,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-24,41.76,80.8,70.1,83.6153,5.7763,38.6153,0.9677,26.5571,research_backfill_not_live_proof
464,closed,AMD,call,AMD260508C00340000,2026-05-08,2026-04-24T08:10:00-06:00,2026-05-04T13:55:00-06:00,bullish_momentum,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-29.835,net_pnl_pct,15.1525,spread_ask_bid,10.65,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-24,40.81,79.8,74.3,86.6244,9.7283,68.3756,0.9677,46.6231,research_backfill_not_live_proof
465,closed,NVDA,call,NVDA260511C00210000,2026-05-11,2026-04-27T08:10:00-06:00,2026-05-04T13:55:00-06:00,bullish_momentum,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-92.6173,net_pnl_pct,5.663,spread_ask_bid,0.42,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -92.6%.,0,,False,,2026-04-27,41.95,81.0,74.4,97.2989,3.2676,57.7011,0.5351,37.7533,research_backfill_not_live_proof
467,closed,NVDA,call,NVDA260511C00210000,2026-05-11,2026-04-28T08:10:00-06:00,2026-05-04T13:55:00-06:00,bullish_momentum,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-93.8108,net_pnl_pct,6.76,spread_ask_bid,0.42,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -93.8%.,0,,False,,2026-04-28,45.37,84.6,72.2,91.0337,7.2008,63.9663,0.9101,45.0667,research_backfill_not_live_proof
469,closed,NVDA,call,NVDA260515C00215000,2026-05-15,2026-04-29T08:10:00-06:00,2026-05-05T13:55:00-06:00,bullish_momentum,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-91.5769,net_pnl_pct,4.0105,spread_ask_bid,0.34,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -91.5%.,0,,False,,2026-04-29,41.38,80.4,71.7,86.6285,6.649,68.3715,1.0808,26.7367,research_backfill_not_live_proof
471,closed,SLB,call,SLB260515C00057000,2026-05-15,2026-05-01T08:10:00-06:00,2026-05-07T13:55:00-06:00,bullish_momentum,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-96.3689,net_pnl_pct,1.351,spread_ask_bid,0.05,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -96.3%.,0,,False,,2026-05-01,49.17,88.6,70.5,99.2867,3.9094,55.7133,1.4412,33.775,research_backfill_not_live_proof
472,closed,BAC,call,BAC260515C00054000,2026-05-15,2026-05-01T08:10:00-06:00,2026-05-08T13:55:00-06:00,bullish_momentum,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-97.5031,net_pnl_pct,0.775,spread_ask_bid,0.02,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -97.4%.,0,,False,,2026-05-01,39.86,78.8,79.7,92.5819,1.8868,47.5819,1.4412,38.75,research_backfill_not_live_proof
474,closed,SLB,call,SLB260515C00057000,2026-05-15,2026-05-04T08:10:00-06:00,2026-05-07T13:55:00-06:00,bullish_momentum,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-96.5577,net_pnl_pct,1.136,spread_ask_bid,0.04,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -96.5%.,0,,False,,2026-05-04,38.815,77.7,74.6,97.9882,1.3713,57.0118,0.9399,37.8667,research_backfill_not_live_proof
476,closed,WMT,call,WMT260522C00131000,2026-05-22,2026-05-06T08:10:00-06:00,2026-05-15T13:55:00-06:00,bullish_momentum,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-30.8862,net_pnl_pct,2.998,spread_ask_bid,2.09,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-06,45.94,85.2,70.1,98.4088,2.508,53.4088,1.6974,42.8286,research_backfill_not_live_proof
480,closed,TSLA,call,TSLA260522C00420000,2026-05-22,2026-05-08T08:10:00-06:00,2026-05-18T13:55:00-06:00,bullish_momentum,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-71.0353,net_pnl_pct,14.6125,spread_ask_bid,4.24,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-08,40.525,79.5,77.8,73.6984,7.9029,48.6984,1.7978,38.9667,research_backfill_not_live_proof
481,closed,COIN,call,COIN260522C00202500,2026-05-22,2026-05-11T08:10:00-06:00,2026-05-18T13:55:00-06:00,bullish_momentum,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-82.7718,net_pnl_pct,9.145,spread_ask_bid,1.58,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-11,50.5,90.0,82.5,87.6675,5.1817,42.6675,2.3548,45.725,research_backfill_not_live_proof
482,closed,TSLA,call,TSLA260526C00425000,2026-05-26,2026-05-11T08:10:00-06:00,2026-05-19T13:55:00-06:00,bullish_momentum,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-80.8043,net_pnl_pct,11.2265,spread_ask_bid,2.16,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-11,43.565,82.7,78.2,74.4034,9.6029,49.4034,2.3548,28.0662,research_backfill_not_live_proof
483,closed,TSLA,call,TSLA260526C00445000,2026-05-26,2026-05-12T08:10:00-06:00,2026-05-21T13:55:00-06:00,bullish_momentum,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-95.6383,net_pnl_pct,11.4375,spread_ask_bid,0.5,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -95.6%.,0,,False,,2026-05-12,59.62,99.6,78.6,99.5396,13.3729,55.4604,2.9651,30.5,research_backfill_not_live_proof
485,closed,COIN,call,COIN260522C00207500,2026-05-22,2026-05-13T08:10:00-06:00,2026-05-18T13:55:00-06:00,bullish_momentum,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-82.8176,net_pnl_pct,5.6775,spread_ask_bid,0.98,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-13,54.68,94.4,82.0,98.9864,5.0013,53.9864,1.991,28.3875,research_backfill_not_live_proof
486,closed,NVDA,call,NVDA260526C00225000,2026-05-26,2026-05-13T08:10:00-06:00,2026-05-20T13:55:00-06:00,bullish_momentum,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-30.0866,net_pnl_pct,6.2675,spread_ask_bid,4.4,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-13,53.635,93.3,70.9,96.8791,12.3562,58.1209,1.991,35.8143,research_backfill_not_live_proof
488,closed,NVDA,call,NVDA260526C00230000,2026-05-26,2026-05-14T08:10:00-06:00,2026-05-21T13:55:00-06:00,bullish_momentum,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-92.212,net_pnl_pct,6.5225,spread_ask_bid,0.51,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-14,50.025,89.5,76.3,97.6242,8.6609,57.3758,1.1556,43.4833,research_backfill_not_live_proof
489,closed,NVDA,call,NVDA260529C00230000,2026-05-29,2026-05-15T08:10:00-06:00,2026-05-22T13:55:00-06:00,bullish_momentum,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-90.6439,net_pnl_pct,5.8525,spread_ask_bid,0.55,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -90.6%.,0,,False,,2026-05-15,56.01,95.8,72.4,98.8982,11.461,56.1018,2.2677,33.4429,research_backfill_not_live_proof
490,closed,COIN,call,COIN260522C00207500,2026-05-22,2026-05-15T08:10:00-06:00,2026-05-19T13:55:00-06:00,bullish_momentum,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-71.4211,net_pnl_pct,3.788,spread_ask_bid,1.09,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-15,55.06,94.8,83.6,97.1493,9.8725,52.1493,2.2677,21.6457,research_backfill_not_live_proof
497,closed,GOOGL,call,GOOGL260605C00390000,2026-06-05,2026-05-01T08:10:00-06:00,2026-05-20T13:55:00-06:00,tracked_winner_observation,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-27.5839,net_pnl_pct,11.0765,spread_ask_bid,8.04,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-01,38.055,76.9,57.7,82.7554,13.5472,72.2446,1.4412,31.6471,research_backfill_not_live_proof
498,closed,DIA,call,DIA260529C00501000,2026-05-29,2026-05-01T08:10:00-06:00,2026-05-18T13:55:00-06:00,tracked_winner_observation,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-56.6516,net_pnl_pct,7.1715,spread_ask_bid,3.12,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-01,60.415,72.7,60.7,87.7158,0.7404,67.2842,1.4412,29.8812,research_backfill_not_live_proof
501,closed,GOOGL,call,GOOGL260605C00395000,2026-06-05,2026-05-04T08:10:00-06:00,2026-05-22T13:55:00-06:00,tracked_winner_observation,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-64.3196,net_pnl_pct,8.9425,spread_ask_bid,3.2,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-04,26.655,64.9,57.7,75.7253,11.989,79.2747,0.9399,25.55,research_backfill_not_live_proof
504,closed,GOOGL,call,GOOGL260605C00400000,2026-06-05,2026-05-06T08:10:00-06:00,2026-05-22T13:55:00-06:00,tracked_winner_observation,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-80.4505,net_pnl_pct,11.074,spread_ask_bid,2.17,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-06,32.45,71.0,57.6,77.41,11.0498,77.59,1.6974,31.64,research_backfill_not_live_proof
519,open,SPY,call,SPY260618C00751000,2026-06-18,2026-05-13T08:10:00-06:00,,tracked_winner_observation,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-8.9193,net_pnl_pct,4.795,spread_ask_bid,4.391,spread_bid_ask,HOLD,"Position remains inside the stop, target, and exit rules.",1,2026-05-31T13:09:33.748092-06:00,False,-8.9193,2026-05-13,56.355,69.9,69.6,85.3365,1.991,69.6635,1.991,39.9583,research_backfill_not_live_proof
521,open,GOOGL,call,GOOGL260618C00405000,2026-06-18,2026-05-14T08:10:00-06:00,,tracked_winner_observation,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-81.9462,net_pnl_pct,10.98,spread_ask_bid,1.987,spread_bid_ask,HOLD,"Position remains inside the stop, target, and exit rules.",1,2026-05-31T13:09:32.172849-06:00,False,-81.9462,2026-05-14,23.235,61.3,58.4,80.7883,1.1506,74.2117,1.1556,31.3714,research_backfill_not_live_proof
525,open,GOOGL,call,GOOGL260618C00405000,2026-06-18,2026-05-15T08:10:00-06:00,,tracked_winner_observation,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-82.6818,net_pnl_pct,11.4475,spread_ask_bid,1.987,spread_bid_ask,HOLD,"Position remains inside the stop, target, and exit rules.",1,2026-05-31T13:09:23.927871-06:00,False,-82.6818,2026-05-15,22.475,60.5,58.5,69.5172,0.7739,72.9828,2.2677,32.7071,research_backfill_not_live_proof
527,closed,IWM,call,IWM260519C00286000,2026-05-19,2026-05-06T08:10:00-06:00,2026-05-13T13:55:00-06:00,volatility_expansion_observation,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-59.9754,net_pnl_pct,3.222,spread_ask_bid,1.3,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-06,79.555,85.9,71.8,96.2563,3.158,51.2563,1.6974,29.2909,research_backfill_not_live_proof
528,closed,IWM,call,IWM260521C00288000,2026-05-21,2026-05-07T08:10:00-06:00,2026-05-15T13:55:00-06:00,volatility_expansion_observation,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-95.538,net_pnl_pct,2.8875,spread_ask_bid,0.13,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-07,99.275,99.5,70.0,99.0785,5.4102,55.9215,3.1268,24.0625,research_backfill_not_live_proof
529,closed,QQQ,call,QQQ260526C00712000,2026-05-26,2026-05-13T08:10:00-06:00,2026-05-22T13:55:00-06:00,volatility_expansion_observation,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-5.8884,net_pnl_pct,7.7095,spread_ask_bid,7.28,historical_spread_bid_ask,SELL,"Historical time exit reached after 9 calendar day(s), versus a 7-day limit.",0,,False,,2026-05-13,51.715,66.7,70.8,82.6853,3.7602,72.3147,1.991,35.0432,research_backfill_not_live_proof
530,closed,QQQ,call,QQQ260528C00716000,2026-05-28,2026-05-14T08:10:00-06:00,2026-05-22T13:55:00-06:00,volatility_expansion_observation,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-34.2756,net_pnl_pct,9.879,spread_ask_bid,6.51,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-14,66.36,76.8,76.5,87.0582,2.7222,67.9418,1.1556,44.9045,research_backfill_not_live_proof
531,closed,SPY,call,SPY260528C00745000,2026-05-28,2026-05-14T08:10:00-06:00,2026-05-22T13:55:00-06:00,volatility_expansion_observation,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-38.1813,net_pnl_pct,7.221,spread_ask_bid,4.48,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-14,45.915,62.7,79.1,84.5288,1.1556,70.4712,1.1556,45.1313,research_backfill_not_live_proof
